,student_id,name,age,gender,score,phone,city,email,date_of_join,course,attendance,status,gpa,remarks,money_spent,event_time,address_raw,hobbies,skills_python,skills_excel,skills_sql,skills_soft,family_siblings,family_income_father,family_income_mother,devices_laptop_brand,devices_laptop_year,devices_phone_brand,devices_phone_year,addr_city,addr_district,addr_postal
760,761,,18.0,male,90.0,,Clarkport,mackenzie10@gmail.com,2011-04-10 17:37:29,python,100,inactive,3.7,excellent,62.0,1978-08-18 00:00:00,"18410 Richard Orchard Suite 816, Charlesside","floor, special",,,,,,,,,,,,Charlesside,,
761,762,William Stewart,22.0,female,,,Evansmouth,,2019-12-16 07:48:05,python,95,pending,4.5,excellent,159.0,1978-02-20 00:00:00,"Apartment 32, Lake Christopher district, Tashkent, UZ, 100248","whose, floor",1.0,4.0,2.0,"clearly, game",5.0,513.0,1236.0,Dell,2023.0,Xiaomi,2019.0,Tashkent,Lake Christopher,100248
762,763,,20.0,male,94.0,,East Jenniferton,,2016-09-29 00:00:00,data science,110,inactive,,excellent,233.0,1983-06-23 00:00:00,"03154 Jessica Islands Apt. 709, New Kennethton","society, money",4.0,5.0,2.0,"such, seem",4.0,1284.0,622.0,Dell,2021.0,Apple,2022.0,New Kennethton,,
763,764,,19.0,female,90.0,,West Jessicafort,james82@smith.com,2014-07-07 06:59:14,data science,100,active,,excellent,251.0,2002-06-19 00:00:00,UZ 100103 Tashkent East Amberburgh,"ask, threat",3.0,3.0,3.0,"ok, they",2.0,1394.0,909.0,Lenovo,2023.0,Xiaomi,2018.0,Tashkent,East Amberburgh,100103
764,765,Tammy Garcia,18.0,,90.0,,South Dorischester,,,data science,110,pending,,excellent,197.0,,"57963 Rachel Lock, Kevinhaven","mind, even",2.0,3.0,4.0,"reduce, learn",1.0,483.0,213.0,HP,2018.0,Apple,2021.0,Kevinhaven,,
765,766,Mr. Andre Miller,21.0,female,,,Garrettstad,,1973-06-17 06:27:00,data science,65,inactive,,excellent,60.0,,UZ 100834 Tashkent South Kathrynberg,,,,,,,,,,,,,Tashkent,South Kathrynberg,100834
766,767,Angelica Holmes,20.0,male,,,Lake Matthew,ricemelanie@gmail.com,2008-07-04 00:00:00,ds,75,inactive,4.5,good,188.0,2022-01-14 01:33:05,"Apartment 39, Williamsshire district, Tashkent, UZ, 100365","western, last",,,,,,,,,,,,Tashkent,Williamsshire,100365
767,768,Jonathan Doyle,20.0,female,76.0,+1-753-657-7382,Walkerhaven,ericray@yahoo.com,2022-11-11 07:54:28,python,100,active,0.0,average,123.0,,"BROKEN,ADDRESS,DATA,,,",,,,,,,,,,,,,,,
768,769,,20.0,female,90.0,,Saraville,,2012-08-16 21:43:55,ds,100,inactive,1.54,good,279.0,1991-12-10 00:00:00,"East Alexchester 14-kv, dom 31, Tashkent","test, reveal",1.0,1.0,4.0,"national, but",4.0,404.0,737.0,Lenovo,2023.0,Apple,2023.0,Tashkent,East,
769,770,Gene Gill,20.0,female,55.0,+1-874-083-3901,Port Angelberg,angeladavis@crawford.org,2024-11-23 08:36:44,ds,100,inactive,3.7,good,299.0,1985-04-24 11:22:00,UZ 100052 Tashkent Samanthatown,"money, expect",2.0,3.0,2.0,"paper, bit",1.0,376.0,1305.0,HP,2016.0,Samsung,2021.0,Tashkent,Samanthatown,100052
770,771,,21.0,male,90.0,+1-427-976-9186,Jenniferburgh,,1996-09-29 00:00:00,data science,110,active,,average,184.0,1993-12-02 22:20:25,"Pamelaburgh 11-kv, dom 21, Tashkent",,,,,,,,,,,,,Tashkent,Pamelaburgh,
771,772,Christopher Sullivan,20.0,female,77.0,+1-435-345-9683,Joshuaside,hunter62@vazquez-lewis.com,,python,110,active,4.5,excellent,296.0,1991-02-09 20:50:41,UZ 100672 Tashkent East Jacobshire,"short, number",3.0,1.0,5.0,"occur, open",5.0,1495.0,772.0,Lenovo,2024.0,Xiaomi,2023.0,Tashkent,East Jacobshire,100672
772,773,Tracy Austin,,male,,,South Ivanburgh,,1980-01-31 23:10:42,ds,110,inactive,,,109.0,2022-06-24 23:18:49,UZ 100291 Tashkent West Andrew,"boy, single",,,,,,,,,,,,Tashkent,West Andrew,100291
773,774,Kristina Anderson,18.0,female,89.0,,East Jill,jake25@mcgee.com,1991-04-21 04:36:49,data science,79,inactive,,excellent,85.0,1994-03-13 11:19:00,"BROKEN,ADDRESS,DATA,,,","ever, down",4.0,2.0,2.0,"turn, gun",3.0,362.0,641.0,Dell,2018.0,Xiaomi,2023.0,,,
774,775,Chelsea Thompson,18.0,female,90.0,+1-746-584-3276,Claystad,jgaines@yahoo.com,2021-05-13 00:00:00,data science,100,inactive,2.0,good,239.0,1996-02-16 00:11:40,UZ 100223 Tashkent North Julie,"from, already",4.0,2.0,3.0,"magazine, place",5.0,1061.0,281.0,Dell,2021.0,Samsung,2022.0,Tashkent,North Julie,100223
775,776,Madison James,,female,73.0,,East Dylan,,2007-11-01 17:58:00,data science,100,inactive,3.7,good,265.0,1998-04-22 14:38:00,"BROKEN,ADDRESS,DATA,,,","paper, chance",3.0,3.0,1.0,"economy, let",0.0,773.0,1052.0,Lenovo,2024.0,Xiaomi,2019.0,,,
776,777,Adam Barnes,20.0,female,90.0,,Lake Nicoleton,jeffrey42@kelly.com,2024-01-25 07:14:00,data science,93,pending,3.7,excellent,176.0,2021-08-02 11:45:22,"10288 Charles Expressway, Davidshire","majority, size",,,,,,,,,,,,Davidshire,,
777,778,Tony Holland,20.0,male,,,Heathermouth,melissa71@yahoo.com,1998-07-08 00:00:00,data science,84,active,0.0,excellent,260.0,1978-01-09 09:40:35,"0850 Norma Manor Apt. 789, Port Aprilshire","conference, clear",,,,,,,,,,,,Port Aprilshire,,
778,779,,20.0,female,89.0,,North Jennifer,jacqueline67@lopez.info,2021-01-06 06:54:32,data science,98,active,3.7,excellent,78.0,2021-09-26 08:40:10,"Lake Katherine 9-kv, dom 42, Tashkent","forget, capital",3.0,3.0,5.0,"memory, reveal",3.0,606.0,211.0,Dell,2017.0,Xiaomi,2021.0,Tashkent,Lake,
779,780,Elizabeth Carrillo,21.0,female,89.0,,Ayalaport,,2020-04-28 00:00:00,python,69,active,4.5,excellent,164.0,2009-06-19 12:52:45,"Apartment 23, East Matthew district, Tashkent, UZ, 100465",,,,,,,,,,,,,Tashkent,East Matthew,100465
780,781,Abigail Miller,,female,65.0,,West Carl,,1997-05-03 00:00:00,data science,100,pending,,average,276.0,2020-10-06 01:42:01,"South Jennifer 6-kv, dom 50, Tashkent","fine, traditional",5.0,2.0,3.0,"seven, guess",0.0,547.0,1304.0,Lenovo,2019.0,Xiaomi,2022.0,Tashkent,South,
781,782,Erika Thompson,,male,72.0,,New Donborough,,1976-03-14 00:00:00,data science,110,pending,4.5,average,238.0,1988-06-23 00:00:00,"BROKEN,ADDRESS,DATA,,,","able, toward",,,,,,,,,,,,,,
782,783,Richard Powell,18.0,,69.0,,Jameschester,,2022-05-01 05:53:23,data science,110,inactive,0.0,good,73.0,1973-07-25 00:00:00,"Apartment 9, Christinastad district, Tashkent, UZ, 100084","along, staff",1.0,3.0,5.0,"energy, outside",0.0,524.0,1011.0,Dell,2017.0,Apple,2021.0,Tashkent,Christinastad,100084
783,784,Howard Frank,,,,+1-160-299-2499,New Shelia,,1996-03-16 00:00:00,data science,110,inactive,2.0,excellent,298.0,,UZ 100325 Tashkent Michaelland,"ball, suddenly",3.0,2.0,4.0,"future, out",0.0,1069.0,255.0,HP,2022.0,Xiaomi,2021.0,Tashkent,Michaelland,100325
784,785,,21.0,,59.0,,Morrisstad,,1982-04-27 00:00:00,ds,100,active,,,147.0,2022-12-10 23:55:20,"033 Stewart Lights Suite 397, South Courtneymouth","organization, near",1.0,3.0,4.0,"share, interest",4.0,1393.0,672.0,Dell,2015.0,Xiaomi,2022.0,South Courtneymouth,,
785,786,,20.0,female,76.0,,Jonathanchester,cortezholly@yahoo.com,2023-07-24 04:39:21,data science,61,pending,0.0,,128.0,2022-12-27 09:06:12,"697 Debbie Neck Suite 615, Fosterside","meet, thought",,,,,,,,,,,,Fosterside,,
786,787,Bradley Schwartz,22.0,,92.0,+1-808-143-5711,South Jacquelinemouth,jeanette11@smith.com,1995-11-26 00:00:00,ds,100,pending,4.5,average,244.0,,"BROKEN,ADDRESS,DATA,,,","several, practice",5.0,5.0,4.0,"strategy, hear",3.0,757.0,1335.0,Dell,2018.0,Xiaomi,2020.0,,,
787,788,Michelle Jones,,female,79.0,+1-405-863-2330,Anthonyshire,,2022-04-24 04:28:43,data science,94,inactive,0.0,,65.0,2000-06-01 00:00:00,UZ 100501 Tashkent Ochoahaven,"nice, last",5.0,3.0,5.0,"avoid, include",2.0,829.0,631.0,HP,2019.0,Samsung,2022.0,Tashkent,Ochoahaven,100501
788,789,Bradley Hawkins,22.0,female,71.0,,East Sarahport,vazquezjessica@gmail.com,2004-04-14 23:11:00,python,100,active,,excellent,237.0,1993-01-30 02:39:27,"3626 Joseph Bridge, Port Rebecca","responsibility, city",,,,,,,,,,,,Port Rebecca,,
789,790,Edward Holmes,21.0,female,51.0,,East Deborahview,,,python,110,inactive,3.7,average,184.0,2016-12-09 23:58:10,"Apartment 2, North Melissafort district, Tashkent, UZ, 100116","establish, evidence",1.0,5.0,4.0,"color, main",2.0,1287.0,408.0,Lenovo,2019.0,Apple,2022.0,Tashkent,North Melissafort,100116
790,791,Tyler Burke,20.0,,95.0,,South Jeremy,kimberlycolon@gilbert.biz,1984-06-08 00:00:00,python,101,inactive,0.0,,276.0,1976-04-26 00:00:00,"South Michellestad 28-kv, dom 8, Tashkent","out, art",1.0,3.0,4.0,"affect, prepare",3.0,558.0,689.0,Dell,2018.0,Xiaomi,2024.0,Tashkent,South,
791,792,,,female,,,Danaburgh,,,ds,110,pending,0.0,excellent,201.0,,UZ 100432 Tashkent Angelaberg,"upon, education",5.0,4.0,5.0,"data, technology",0.0,1399.0,1094.0,Lenovo,2022.0,Apple,2018.0,Tashkent,Angelaberg,100432
792,793,Alexander Baird,20.0,female,88.0,,Rickyland,,1993-05-04 08:28:16,ds,100,pending,,,92.0,,"BROKEN,ADDRESS,DATA,,,","ago, the",2.0,2.0,4.0,"throughout, last",5.0,1117.0,593.0,HP,2023.0,Apple,2024.0,,,
793,794,,18.0,male,70.0,,West Angelastad,,1974-10-30 12:21:00,data science,100,inactive,2.0,excellent,236.0,,"Apartment 42, New Fernando district, Tashkent, UZ, 100031","avoid, happen",4.0,4.0,2.0,"choice, prove",3.0,881.0,297.0,Dell,2019.0,Samsung,2021.0,Tashkent,New Fernando,100031
794,795,,20.0,female,,+1-612-152-9772,East Jo,,2025-04-23 00:00:00,data science,100,active,4.5,,242.0,2020-04-03 00:00:00,"Stephaniebury 3-kv, dom 8, Tashkent","from, fall",1.0,2.0,2.0,"assume, late",1.0,454.0,658.0,Dell,2024.0,Apple,2018.0,Tashkent,Stephaniebury,
795,796,,20.0,female,90.0,,Port John,gryan@cruz-suarez.com,,data science,100,pending,,good,163.0,2021-08-30 18:23:53,"BROKEN,ADDRESS,DATA,,,","fact, boy",2.0,5.0,5.0,"newspaper, look",2.0,1337.0,528.0,HP,2018.0,Apple,2020.0,,,
796,797,Grant Oneill,21.0,female,90.0,+1-407-636-8425,Mcmillanview,,2023-06-17 07:34:12,python,109,inactive,,good,84.0,2019-05-16 01:21:00,UZ 100895 Tashkent West Jessicaview,"table, least",2.0,5.0,2.0,"believe, stock",1.0,1214.0,592.0,HP,2017.0,Xiaomi,2019.0,Tashkent,West Jessicaview,100895
797,798,,19.0,female,92.0,,Kerrymouth,davisamy@yahoo.com,2022-07-25 02:09:23,python,100,inactive,0.0,excellent,295.0,2023-12-10 17:59:07,"01332 Gordon Ford Apt. 639, East Pamelachester","at, word",5.0,1.0,5.0,"occur, training",0.0,373.0,699.0,HP,2021.0,Samsung,2023.0,East Pamelachester,,
798,799,Linda Hernandez,19.0,female,61.0,,New Kylefort,tom51@hill-mcbride.org,2004-09-25 04:34:00,data science,100,active,3.7,excellent,75.0,1977-12-31 12:06:52,"BROKEN,ADDRESS,DATA,,,","continue, everybody",5.0,5.0,4.0,"others, actually",1.0,1008.0,679.0,Dell,2015.0,Xiaomi,2022.0,,,
799,800,Jeffrey Jones,,female,71.0,+1-851-104-8595,North Lindaton,,1984-08-11 04:13:00,data science,74,inactive,3.7,average,184.0,1998-02-26 00:00:00,"West Anthony 17-kv, dom 21, Tashkent","bad, I",,,,,,,,,,,,Tashkent,West,
800,801,,19.0,female,76.0,,Bakertown,,1997-07-30 15:21:00,data science,64,inactive,4.5,good,77.0,1976-07-18 00:00:00,"Apartment 25, New Jerry district, Tashkent, UZ, 100509","middle, card",1.0,5.0,5.0,"really, eye",5.0,1041.0,306.0,HP,2016.0,Xiaomi,2020.0,Tashkent,New Jerry,100509
801,802,Debra Wade,20.0,male,97.0,+1-007-813-9193,West Cynthiafurt,victorwright@phillips.com,2025-10-28 02:46:41,python,100,pending,,good,143.0,2022-09-18 06:48:43,"BROKEN,ADDRESS,DATA,,,","star, above",5.0,2.0,5.0,"deal, each",5.0,509.0,343.0,HP,2016.0,Samsung,2018.0,,,
802,803,Michael Pacheco,18.0,male,90.0,,Daviesland,,,data science,85,inactive,0.0,good,243.0,1987-04-07 00:00:00,"BROKEN,ADDRESS,DATA,,,",,,,,,,,,,,,,,,
803,804,Erika Hardy,20.0,female,82.0,+1-995-765-5179,North Dennis,,,data science,100,inactive,3.7,,88.0,,UZ 100460 Tashkent Nicholasport,,,,,,,,,,,,,Tashkent,Nicholasport,100460
804,805,Lisa Gibson,20.0,female,70.0,,Lake Allisonport,kelleywanda@yahoo.com,2003-01-20 00:00:00,data science,89,active,0.0,good,187.0,2023-02-20 10:51:07,"Kristinabury 6-kv, dom 7, Tashkent","five, the",3.0,3.0,4.0,"pay, attention",1.0,987.0,601.0,HP,2024.0,Xiaomi,2022.0,Tashkent,Kristinabury,
805,806,,19.0,female,68.0,+1-262-935-6533,South Juliehaven,,2019-05-29 00:00:00,data science,110,inactive,3.7,average,296.0,1977-01-27 16:13:00,UZ 100501 Tashkent Jeffreyhaven,"half, season",,,,,,,,,,,,Tashkent,Jeffreyhaven,100501
806,807,,22.0,female,90.0,,Port Sarah,kenneth39@anthony.info,1984-01-28 00:00:00,data science,110,inactive,,,113.0,2021-04-11 07:42:31,UZ 100749 Tashkent Angieborough,"treatment, medical",1.0,2.0,3.0,"reach, unit",1.0,1437.0,1091.0,Dell,2019.0,Samsung,2024.0,Tashkent,Angieborough,100749
807,808,Sharon Moore,20.0,,90.0,,Albertshire,,2019-01-26 00:00:00,data science,100,active,2.0,excellent,252.0,1984-12-26 14:43:24,"Apartment 44, North James district, Tashkent, UZ, 100181","nothing, machine",5.0,4.0,1.0,"night, rather",2.0,1220.0,1068.0,Dell,2024.0,Apple,2018.0,Tashkent,North James,100181
808,809,Amber Kelly,20.0,male,,,Port Jerry,,,data science,110,pending,4.03,average,292.0,2017-09-08 01:33:00,"BROKEN,ADDRESS,DATA,,,","method, within",3.0,5.0,1.0,"put, leg",4.0,734.0,1405.0,Lenovo,2024.0,Apple,2023.0,,,
809,810,Jennifer English,,male,,,Port Joshua,,2019-09-03 19:30:30,python,90,inactive,4.5,,109.0,2007-11-21 13:42:05,"Apartment 17, Port Brandi district, Tashkent, UZ, 100041","property, resource",2.0,3.0,5.0,"behavior, situation",4.0,682.0,1487.0,Dell,2023.0,Xiaomi,2020.0,Tashkent,Port Brandi,100041
810,811,Crystal King,18.0,,,,New Taylorchester,jennakeller@yahoo.com,2022-07-03 18:02:13,ds,105,pending,,good,129.0,1982-12-09 05:21:06,UZ 100887 Tashkent Port Brendafurt,"suffer, fight",2.0,1.0,2.0,"head, always",5.0,1440.0,1458.0,HP,2020.0,Apple,2019.0,Tashkent,Port Brendafurt,100887
811,812,,22.0,male,90.0,,Port Brianside,,2020-10-10 17:33:26,data science,100,inactive,,average,52.0,2005-07-06 00:00:00,"Apartment 14, East Monica district, Tashkent, UZ, 100389","teacher, tell",2.0,4.0,5.0,"research, under",5.0,357.0,805.0,Lenovo,2019.0,Apple,2022.0,Tashkent,East Monica,100389
812,813,Aaron Webster,20.0,,84.0,+1-586-664-2250,West Donna,,1993-09-02 02:08:00,python,100,pending,3.7,good,203.0,2023-05-31 14:39:14,"BROKEN,ADDRESS,DATA,,,","rate, she",3.0,3.0,1.0,"important, various",1.0,693.0,463.0,Lenovo,2023.0,Samsung,2021.0,,,
813,814,Steven Kelley,20.0,female,,,East Amandachester,sara20@gmail.com,1980-05-22 00:00:00,python,65,active,4.5,excellent,223.0,1982-11-20 18:43:00,"BROKEN,ADDRESS,DATA,,,",,,,,,,,,,,,,,,
814,815,,20.0,female,83.0,,North Josephfort,chahn@graves.com,1998-01-17 23:19:00,data science,110,active,3.69,average,107.0,2023-04-15 21:13:03,"BROKEN,ADDRESS,DATA,,,",,,,,,,,,,,,,,,
815,816,Michelle Rodriguez,18.0,female,93.0,+1-116-056-7814,West Deanna,ubell@harmon.info,2010-06-14 00:00:00,data science,110,inactive,4.5,excellent,244.0,,"BROKEN,ADDRESS,DATA,,,",,,,,,,,,,,,,,,
816,817,Joshua Munoz,20.0,female,,,West Margaretchester,wchan@hotmail.com,,python,100,active,3.24,average,101.0,2021-05-28 01:09:20,"Apartment 48, Williamton district, Tashkent, UZ, 100704",,,,,,,,,,,,,Tashkent,Williamton,100704
817,818,Randy Hogan,19.0,female,,,New Laura,bennettdonna@moore.info,1991-07-19 13:36:19,python,91,active,4.5,average,261.0,2021-11-08 09:20:54,"BROKEN,ADDRESS,DATA,,,","education, police",4.0,5.0,2.0,"last, year",5.0,1262.0,656.0,Lenovo,2022.0,Samsung,2018.0,,,
818,819,Thomas Rogers,20.0,female,90.0,,Sandramouth,,1970-06-13 00:00:00,data science,100,pending,4.5,good,85.0,1995-11-10 00:00:00,"Christineview 27-kv, dom 19, Tashkent","leave, address",4.0,2.0,5.0,"attack, surface",0.0,609.0,212.0,HP,2016.0,Samsung,2018.0,Tashkent,Christineview,
819,820,,20.0,female,82.0,,Scotthaven,,2022-01-14 03:06:05,data science,110,inactive,4.0,excellent,234.0,1972-06-06 08:39:43,"Apartment 19, Larryland district, Tashkent, UZ, 100863","old, into",,,,,,,,,,,,Tashkent,Larryland,100863
820,821,,,female,80.0,,East Melissa,tuckerjeremy@giles.net,1991-11-05 00:00:00,data science,113,active,0.0,average,208.0,1995-11-22 00:00:00,"156 Mack Ports, Floresbury","news, economic",,,,,,,,,,,,Floresbury,,
821,822,Sandra Allen,,female,90.0,+1-845-313-8332,New Joseph,,2021-04-06 02:48:08,python,100,inactive,,excellent,258.0,2022-12-02 17:50:40,"West Mark 17-kv, dom 41, Tashkent","trade, customer",,,,,,,,,,,,Tashkent,West,
822,823,Grace Russell,20.0,female,95.0,,North James,kellyromero@mccoy.biz,2009-07-17 00:00:00,data science,110,pending,3.7,good,250.0,,"0473 Hess Dam Suite 547, South Charles","already, return",,,,,,,,,,,,South Charles,,
823,824,,,male,,,Port Nathan,,2011-07-29 13:34:00,ds,100,inactive,4.5,excellent,158.0,2023-10-11 21:43:31,"BROKEN,ADDRESS,DATA,,,","Republican, dark",3.0,5.0,5.0,"each, focus",5.0,625.0,1472.0,HP,2020.0,Apple,2024.0,,,
824,825,Elizabeth Hawkins,22.0,female,90.0,,East Alicia,,2015-04-20 00:00:00,data science,100,active,4.5,average,239.0,,"Lake Annafurt 16-kv, dom 40, Tashkent","market, administration",,,,,,,,,,,,Tashkent,Lake,
825,826,,21.0,male,90.0,,Youngmouth,,1980-11-20 00:00:00,python,100,inactive,,,270.0,,"BROKEN,ADDRESS,DATA,,,",,,,,,,,,,,,,,,
826,827,Douglas Matthews,19.0,female,,,Lake Donnaland,kevin36@yahoo.com,1984-09-26 10:03:00,data science,103,active,1.59,,229.0,1991-02-16 04:17:00,"BROKEN,ADDRESS,DATA,,,","both, believe",4.0,5.0,2.0,"the, culture",3.0,924.0,769.0,Lenovo,2018.0,Samsung,2022.0,,,
827,828,Christian Butler,22.0,male,71.0,,Lake Christophermouth,,2000-09-20 05:52:00,data science,110,active,2.0,excellent,299.0,,UZ 100216 Tashkent Johnchester,"next, improve",1.0,2.0,1.0,"organization, catch",5.0,356.0,313.0,Lenovo,2018.0,Apple,2022.0,Tashkent,Johnchester,100216
828,829,,18.0,,90.0,,New Diane,,2021-04-21 06:06:07,python,100,active,3.7,good,242.0,2016-04-25 15:12:40,"Lake Danielview 16-kv, dom 13, Tashkent","night, officer",4.0,5.0,3.0,"relate, soldier",0.0,1467.0,1312.0,HP,2019.0,Xiaomi,2018.0,Tashkent,Lake,
829,830,Kevin Hayes,20.0,male,,,South Amanda,tfisher@hotmail.com,,data science,100,active,0.0,good,156.0,2004-10-26 05:03:41,UZ 100066 Tashkent South Kaylastad,"successful, show",1.0,2.0,2.0,"hit, together",2.0,1335.0,309.0,HP,2019.0,Xiaomi,2020.0,Tashkent,South Kaylastad,100066
830,831,,20.0,male,90.0,,West Christopherside,pday@hernandez.com,1992-09-16 00:00:00,python,110,pending,,,92.0,1999-01-29 16:08:09,"88881 Craig Run Suite 270, Tonyfurt","experience, party",1.0,1.0,2.0,"size, laugh",2.0,517.0,535.0,HP,2021.0,Xiaomi,2020.0,Tonyfurt,,
831,832,Carrie Gonzales,,female,,,Brandonshire,conradmichael@gmail.com,,python,117,pending,3.7,,242.0,1984-11-25 00:00:00,"BROKEN,ADDRESS,DATA,,,","race, big",4.0,5.0,4.0,"goal, skill",1.0,943.0,974.0,Dell,2019.0,Samsung,2019.0,,,
832,833,Lauren Briggs,20.0,,92.0,,Lake Jessica,,2021-07-06 01:16:16,ds,100,pending,,excellent,88.0,1992-07-28 04:15:23,"408 Dawn Drives, Lake Richard","strategy, effect",2.0,5.0,1.0,"reduce, election",1.0,647.0,1099.0,Lenovo,2016.0,Xiaomi,2020.0,Lake Richard,,
833,834,Megan Roberts,21.0,male,65.0,,Bentonberg,bflores@dennis.biz,1989-09-04 00:00:00,data science,110,inactive,4.5,average,200.0,,"Apartment 11, North John district, Tashkent, UZ, 100241","indicate, available",3.0,2.0,3.0,"choose, evidence",4.0,1417.0,483.0,Lenovo,2022.0,Xiaomi,2024.0,Tashkent,North John,100241
834,835,Tiffany Beard,20.0,female,99.0,,Susanchester,lisalevine@yahoo.com,2021-01-30 00:45:40,data science,110,active,4.5,average,111.0,,"BROKEN,ADDRESS,DATA,,,",,,,,,,,,,,,,,,
835,836,April Bryant,20.0,male,90.0,+1-837-626-7959,Joelhaven,,2023-03-01 09:13:19,data science,110,pending,1.49,,137.0,1974-03-13 20:49:00,"BROKEN,ADDRESS,DATA,,,",,,,,,,,,,,,,,,
836,837,Terry James,18.0,,74.0,,Josephburgh,,1979-05-06 07:09:48,data science,112,inactive,3.7,excellent,105.0,1970-12-11 13:04:36,"Jonesport 21-kv, dom 14, Tashkent",,,,,,,,,,,,,Tashkent,Jonesport,
837,838,,,female,,,West Matthew,,1971-08-23 10:16:03,python,106,inactive,,,240.0,,"BROKEN,ADDRESS,DATA,,,","prepare, together",5.0,2.0,1.0,"prove, PM",2.0,1153.0,761.0,HP,2021.0,Apple,2021.0,,,
838,839,Willie Smith,18.0,male,90.0,,Daleland,nbaker@yahoo.com,1986-03-20 20:31:04,python,100,active,4.5,good,213.0,1995-05-10 10:19:00,"03191 Brooke Expressway, Katiemouth","establish, mouth",,,,,,,,,,,,Katiemouth,,
839,840,Ronald Wade,20.0,male,82.0,,New Kristine,daviscrystal@yahoo.com,,data science,100,active,4.5,average,104.0,2012-07-06 00:00:00,"Apartment 47, Garciaborough district, Tashkent, UZ, 100793","country, they",,,,,,,,,,,,Tashkent,Garciaborough,100793
840,841,,20.0,female,64.0,,Frenchside,,2023-06-12 05:23:09,data science,100,active,,,109.0,2022-02-08 03:03:48,UZ 100459 Tashkent Andrewland,"ask, model",4.0,4.0,1.0,"amount, try",0.0,587.0,1190.0,Lenovo,2020.0,Samsung,2022.0,Tashkent,Andrewland,100459
841,842,Jessica Schroeder,22.0,female,76.0,,Blanchardhaven,morrisonchristopher@rodriguez.com,1975-02-22 00:00:00,python,110,active,,good,181.0,1981-02-13 03:39:00,UZ 100194 Tashkent North Hannahberg,,,,,,,,,,,,,Tashkent,North Hannahberg,100194
842,843,Michael Bell,18.0,,80.0,,Port Toddbury,,,data science,110,inactive,4.5,average,168.0,2020-10-15 07:08:52,"07099 Perez Forges, Joseborough","experience, dream",,,,,,,,,,,,Joseborough,,
843,844,Amanda Diaz,18.0,female,73.0,,North Theresa,,,data science,110,pending,4.5,,92.0,2013-05-09 00:00:00,"BROKEN,ADDRESS,DATA,,,","on, stock",3.0,3.0,2.0,"seven, fire",3.0,610.0,461.0,Lenovo,2022.0,Samsung,2018.0,,,
844,845,Michael Johnson,19.0,,82.0,,Randytown,nmason@hotmail.com,2019-10-24 00:00:00,python,114,pending,0.0,average,111.0,,UZ 100473 Tashkent Scottmouth,,,,,,,,,,,,,Tashkent,Scottmouth,100473
845,846,,19.0,,71.0,,Johnview,,2018-12-09 21:28:50,data science,100,pending,4.5,,76.0,2008-03-14 00:00:00,UZ 100817 Tashkent North Kelly,"help, exist",2.0,4.0,4.0,"player, store",3.0,973.0,366.0,Dell,2015.0,Xiaomi,2020.0,Tashkent,North Kelly,100817
846,847,Derrick Cain,20.0,male,,,East Angela,,1990-05-16 03:17:19,data science,100,pending,0.0,excellent,290.0,1973-03-15 11:00:23,"East Brittanychester 22-kv, dom 28, Tashkent","million, democratic",3.0,3.0,2.0,"focus, such",3.0,529.0,1141.0,Dell,2022.0,Xiaomi,2022.0,Tashkent,East,
847,848,,20.0,male,,+1-388-381-1205,Brooksport,,,data science,110,inactive,3.7,excellent,243.0,2002-05-16 22:20:00,"BROKEN,ADDRESS,DATA,,,","consumer, expect",1.0,5.0,3.0,"suggest, artist",3.0,522.0,1255.0,Lenovo,2024.0,Apple,2019.0,,,
848,849,Steven Powell,20.0,,71.0,+1-342-305-7171,West Brittanybury,angelacompton@hotmail.com,,data science,100,inactive,2.89,,188.0,,UZ 100398 Tashkent Jeremyland,"reality, similar",4.0,4.0,3.0,"able, blue",1.0,1298.0,1314.0,Dell,2024.0,Xiaomi,2022.0,Tashkent,Jeremyland,100398
849,850,,20.0,female,87.0,,Paulfort,chambersjames@yahoo.com,2002-07-08 00:00:00,python,110,pending,1.81,average,50.0,2022-08-02 23:39:52,"40380 Rodriguez Harbor, New Samantha","process, rather",3.0,4.0,3.0,"explain, might",4.0,1108.0,1251.0,Lenovo,2016.0,Xiaomi,2021.0,New Samantha,,
850,851,,,female,,,Aguilarfort,dclark@hotmail.com,1976-05-27 00:00:00,python,113,pending,3.7,excellent,110.0,1974-06-21 00:00:00,"Juanburgh 25-kv, dom 35, Tashkent",,,,,,,,,,,,,Tashkent,Juanburgh,
851,852,Catherine Powell,18.0,,90.0,,Powellmouth,garywilson@gmail.com,2016-01-31 14:22:00,data science,91,inactive,,average,158.0,2022-05-15 20:12:06,"Apartment 33, South Andrewport district, Tashkent, UZ, 100176","under, throughout",,,,,,,,,,,,Tashkent,South Andrewport,100176
852,853,Justin Garcia,20.0,female,,,New Ryan,,1993-02-05 00:09:40,data science,110,pending,4.5,excellent,96.0,1993-09-04 20:42:00,"Rodriguezmouth 29-kv, dom 31, Tashkent","man, mission",3.0,2.0,3.0,"coach, moment",2.0,766.0,1329.0,Lenovo,2023.0,Samsung,2020.0,Tashkent,Rodriguezmouth,
853,854,,,male,66.0,+1-350-162-2490,South Kristintown,thomasamanda@hotmail.com,1971-03-10 08:36:23,data science,110,pending,4.5,,188.0,2023-05-29 00:00:00,UZ 100538 Tashkent Lake Patricia,"during, difference",2.0,5.0,1.0,"ok, environmental",4.0,770.0,294.0,Dell,2024.0,Apple,2022.0,Tashkent,Lake Patricia,100538
