student_id,name,age,gender,score,phone,city,email,date_of_join,course,attendance,status,gpa,remarks,money_spent,event_time,address_raw,profile_json
724,James Perez,20.0,female,82.0,326-340-6267-38836,East Andrew,xcarr@gmail.com,1980-03-14 00:00:00,data science,100,inactive,,average,60.0,1970-12-19 00:00:00,"63452 Johnny Ports Suite 957, North Maria",INVALID_JSON_DATA
725,Ashley Harper,18.0,male,,(662)376-7419-984,Franciscobury,katherine53@phillips.com,1983-10-04 20:48:03,data science,115,active,0.0,,260.0,2022-11-04 05:31:42,UZ 100448 Tashkent North Marytown,"{hobbies:['likely', 'top']}"
726,Jason Cunningham,20.0,female,63.0,390-644-9769-621,Williamsonstad,,2024-08-10 00:00:00,data science,110,active,4.5,average,263.0,2022-08-26 12:24:35,"BROKEN,ADDRESS,DATA,,,",INVALID_JSON_DATA
727,Molly Hernandez,19.0,male,75.0,001-142-437-5779-755,Port Heatherbury,,2000-11-30 00:00:00,ds,62,active,3.7,,194.0,1986-06-05 21:08:00,"479 Kimberly Dale Apt. 159, Newtonstad","{""hobbies"": [""society"", ""sometimes""], ""skills"": {""tech"": {""python"": 5, ""excel"": 1, ""sql"": 4}, ""soft"": [""detail"", ""certain""]}, ""family"": {""siblings"": 5, ""income"": {""father"": 202, ""mother"": 448}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""HP"", ""year"": 2022}, {""type"": ""phone"", ""brand"": ""Samsung"", ""year"": 2022}]}"
728,,18.0,male,90.0,,West Tammie,,1998-09-18 04:51:00,data science,100,inactive,,excellent,62.0,2022-11-25 23:42:00,"BROKEN,ADDRESS,DATA,,,","{'hobbies': ['whole', 'century'], 'skills': {'tech': {'python': 4, 'excel': 2, 'sql': 1}, 'soft': ['analysis', 'receive']}, 'family': {'siblings': 5, 'income': {'father': 1026, 'mother': 1286}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2016}, {'type': 'phone', 'brand': 'Apple', 'year': 2023}]}"
729,Glenn Nguyen,21.0,,65.0,001-625-645-7646-0614,Davidland,perrytrevor@hotmail.com,2010-10-30 00:00:00,python,100,pending,4.5,average,180.0,,"2360 Bass Gateway, Port Wesley","{hobbies:['phone', 'around']}"
730,,18.0,male,81.0,+1-154-940-4835-590,Lake Joseph,bdelgado@gmail.com,2020-04-02 00:00:00,data science,100,active,0.0,good,58.0,1990-01-07 20:29:00,UZ 100825 Tashkent Carlosberg,"{hobbies:['walk', 'enter']}"
731,Janet Mueller,20.0,male,90.0,,Greerhaven,,2022-03-03 10:50:42,data science,110,inactive,0.0,excellent,69.0,1980-11-07 23:05:00,"031 Annette Harbors Suite 552, Ellisview","{hobbies:['role', 'marriage']}"
732,Andrea Parsons,19.0,male,76.0,001-853-323-0304-5597,Robertstad,crusso@ray.com,2012-09-04 21:49:24,python,105,inactive,2.0,excellent,219.0,2002-11-05 17:42:04,"Brianberg 11-kv, dom 28, Tashkent",INVALID_JSON_DATA
733,Ann Ford,18.0,female,68.0,562-185-2442-774,Nealmouth,,2018-01-24 00:00:00,python,100,active,3.7,excellent,193.0,2011-02-20 00:00:00,"BROKEN,ADDRESS,DATA,,,","{'hobbies': ['deep', 'understand'], 'skills': {'tech': {'python': 4, 'excel': 3, 'sql': 2}, 'soft': ['region', 'reach']}, 'family': {'siblings': 3, 'income': {'father': 1105, 'mother': 1139}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2017}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2019}]}"
734,,20.0,,,,Port Joshuaborough,,1990-06-18 00:00:00,python,118,inactive,4.5,,182.0,1980-07-30 00:00:00,"34007 Young Courts, South Kennethborough","{'hobbies': ['wait', 'reduce'], 'skills': {'tech': {'python': 2, 'excel': 2, 'sql': 5}, 'soft': ['face', 'after']}, 'family': {'siblings': 4, 'income': {'father': 734, 'mother': 1086}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2024}, {'type': 'phone', 'brand': 'Samsung', 'year': 2020}]}"
735,Jeffrey Harper,19.0,female,,,North Jameston,joshuaproctor@morgan-lane.biz,2001-07-25 12:59:00,data science,110,pending,4.5,excellent,71.0,,"BROKEN,ADDRESS,DATA,,,","{hobbies:['certain', 'us']}"
736,Roy Buchanan,18.0,,90.0,180-674-9803,South Ivanland,lisa49@gilbert-morris.com,2019-09-22 04:47:00,data science,100,inactive,2.0,good,292.0,1977-03-22 00:00:00,UZ 100284 Tashkent South Elizabethburgh,"{'hobbies': ['must', 'add'], 'skills': {'tech': {'python': 1, 'excel': 5, 'sql': 4}, 'soft': ['them', 'laugh']}, 'family': {'siblings': 5, 'income': {'father': 959, 'mother': 459}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2024}, {'type': 'phone', 'brand': 'Apple', 'year': 2019}]}"
737,Kimberly Mckinney,22.0,female,,,Josephton,jessicahopkins@cobb.com,1982-12-28 00:00:00,data science,106,active,1.15,excellent,120.0,2021-08-07 08:47:09,"BROKEN,ADDRESS,DATA,,,","{hobbies:['deal', 'all']}"
738,Richard Todd,22.0,female,,+1-262-772-2943-6000,Darrylland,,,python,100,pending,,average,233.0,2022-07-25 13:25:47,"37735 Mendoza Extensions Suite 641, Port Brian","{hobbies:['enjoy', 'southern']}"
739,Joshua Phillips,18.0,male,,,Ingramview,stephen59@love.com,2013-09-01 00:00:00,data science,110,pending,,excellent,67.0,,"Apartment 21, North Amandachester district, Tashkent, UZ, 100894","{hobbies:['understand', 'help']}"
740,,20.0,male,69.0,6217635302,Stephenfurt,gibsonjacob@garcia-curtis.info,1989-12-02 00:00:00,data science,100,active,3.7,good,110.0,1992-06-19 00:00:00,"BROKEN,ADDRESS,DATA,,,","{'hobbies': ['also', 'suggest'], 'skills': {'tech': {'python': 3, 'excel': 5, 'sql': 4}, 'soft': ['glass', 'gun']}, 'family': {'siblings': 5, 'income': {'father': 568, 'mother': 1500}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2017}, {'type': 'phone', 'brand': 'Apple', 'year': 2021}]}"
741,Melinda Wright,19.0,,56.0,,East Jason,,1992-03-25 00:00:00,python,110,active,,average,96.0,1985-02-20 16:33:10,"Port Angelfort 6-kv, dom 20, Tashkent","{'hobbies': ['as', 'job'], 'skills': {'tech': {'python': 2, 'excel': 1, 'sql': 3}, 'soft': ['man', 'upon']}, 'family': {'siblings': 3, 'income': {'father': 924, 'mother': 1178}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2019}, {'type': 'phone', 'brand': 'Samsung', 'year': 2018}]}"
742,Jonathan Anderson,22.0,male,77.0,,New Dawnshire,,,data science,100,pending,2.0,excellent,283.0,1991-09-13 00:00:00,"Apartment 49, Lisastad district, Tashkent, UZ, 100302","{'hobbies': ['page', 'Congress'], 'skills': {'tech': {'python': 2, 'excel': 3, 'sql': 2}, 'soft': ['have', 'form']}, 'family': {'siblings': 5, 'income': {'father': 887, 'mother': 1435}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2021}, {'type': 'phone', 'brand': 'Apple', 'year': 2020}]}"
743,Richard Rogers,19.0,,,822-405-4295,Port Wandashire,yanggary@miles-morris.info,,python,110,active,3.7,good,133.0,2021-04-07 15:48:00,UZ 100742 Tashkent Port Martha,INVALID_JSON_DATA
744,Jonathan Stevens,18.0,male,70.0,,Andreafurt,,,ds,100,active,,excellent,214.0,2013-06-26 00:41:00,"Courtneyport 16-kv, dom 13, Tashkent","{""hobbies"": [""course"", ""benefit""], ""skills"": {""tech"": {""python"": 1, ""excel"": 1, ""sql"": 2}, ""soft"": [""choose"", ""their""]}, ""family"": {""siblings"": 1, ""income"": {""father"": 1187, ""mother"": 1136}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Dell"", ""year"": 2024}, {""type"": ""phone"", ""brand"": ""Samsung"", ""year"": 2019}]}"
745,Lisa Murphy,21.0,,74.0,+1-502-454-7420-881,East Lauren,michaelwalker@erickson-martin.biz,1983-09-19 00:00:00,data science,61,active,3.7,good,76.0,,"13169 Davis Knolls, Castroland","{'hobbies': ['player', 'daughter'], 'skills': {'tech': {'python': 4, 'excel': 4, 'sql': 1}, 'soft': ['light', 'as']}, 'family': {'siblings': 0, 'income': {'father': 536, 'mother': 1001}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2022}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2021}]}"
746,Sherri Alexander,21.0,female,57.0,(215)490-4363,Brownchester,pattersonmarie@yahoo.com,2010-02-18 00:00:00,data science,110,inactive,,good,185.0,1990-11-11 00:00:00,"41485 Roach Park Suite 766, Joshuahaven","{'hobbies': ['learn', 'any'], 'skills': {'tech': {'python': 2, 'excel': 5, 'sql': 3}, 'soft': ['want', 'outside']}, 'family': {'siblings': 1, 'income': {'father': 1049, 'mother': 512}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2024}, {'type': 'phone', 'brand': 'Apple', 'year': 2018}]}"
747,,20.0,male,84.0,,Sabrinamouth,austin07@compton-johnson.com,2022-06-22 23:39:42,python,87,inactive,0.0,good,205.0,1999-10-29 00:00:00,"8768 Tracy Wall Apt. 624, North Yolanda",INVALID_JSON_DATA
748,Tonya Bruce,18.0,,63.0,,Westhaven,davidlamb@long-nunez.com,1972-07-24 00:00:00,data science,110,inactive,3.7,average,254.0,,"Pottsstad 30-kv, dom 38, Tashkent","{hobbies:['minute', 'morning']}"
749,Jason Mack,20.0,male,74.0,453-192-7531,Derekmouth,millerpatrick@leach.info,2021-10-14 03:41:53,data science,110,active,0.0,,188.0,2000-11-11 01:10:00,"Ruthfort 25-kv, dom 28, Tashkent","{hobbies:['often', 'toward']}"
750,Brandon Ryan,20.0,male,83.0,,Potterborough,,2008-12-27 15:44:41,ds,110,pending,,good,174.0,2011-03-03 00:00:00,"5988 James Views, Mccormickhaven",INVALID_JSON_DATA
751,,20.0,female,93.0,629-612-1459-99546,Alexanderview,njones@gmail.com,2014-07-31 23:32:00,python,110,inactive,4.5,good,74.0,1986-10-21 00:00:00,UZ 100245 Tashkent New Diamond,"{'hobbies': ['land', 'break'], 'skills': {'tech': {'python': 1, 'excel': 4, 'sql': 1}, 'soft': ['one', 'understand']}, 'family': {'siblings': 3, 'income': {'father': 1269, 'mother': 226}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2024}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2023}]}"
752,Erica Stark,22.0,female,90.0,,East Donald,,,data science,99,active,4.5,excellent,264.0,2022-05-29 16:33:01,UZ 100332 Tashkent Kaylastad,"{'hobbies': ['agent', 'poor'], 'skills': {'tech': {'python': 4, 'excel': 5, 'sql': 4}, 'soft': ['various', 'government']}, 'family': {'siblings': 5, 'income': {'father': 1255, 'mother': 1382}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2019}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2021}]}"
753,,20.0,male,63.0,416-237-9974-157,Port Christopherside,,2015-12-12 00:00:00,data science,100,inactive,3.19,good,164.0,2018-01-30 06:48:00,"South Juliaburgh 19-kv, dom 9, Tashkent",INVALID_JSON_DATA
754,Sarah Herrera,18.0,male,,557-907-2856-8042,Port Elizabethshire,,2015-12-02 00:00:00,data science,110,inactive,0.0,excellent,95.0,,UZ 100158 Tashkent Katherinechester,INVALID_JSON_DATA
755,Rebecca Williams,22.0,female,57.0,(898)857-4205-68630,South Joshuaburgh,,1981-05-05 22:20:00,data science,110,active,,excellent,139.0,1977-10-17 00:00:00,"East John 7-kv, dom 28, Tashkent","{'hobbies': ['blood', 'general'], 'skills': {'tech': {'python': 5, 'excel': 4, 'sql': 3}, 'soft': ['however', 'door']}, 'family': {'siblings': 3, 'income': {'father': 374, 'mother': 370}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2018}, {'type': 'phone', 'brand': 'Apple', 'year': 2021}]}"
756,,19.0,female,68.0,784-022-4979-5611,Ballardstad,,2008-02-11 00:00:00,data science,100,active,4.5,,181.0,2008-03-19 13:45:07,UZ 100780 Tashkent Lake Timothy,"{'hobbies': ['whether', 'size'], 'skills': {'tech': {'python': 1, 'excel': 5, 'sql': 4}, 'soft': ['art', 'share']}, 'family': {'siblings': 4, 'income': {'father': 716, 'mother': 1323}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2024}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2019}]}"
757,,19.0,male,92.0,,Port Vickie,andrew24@yahoo.com,1994-07-24 00:00:00,data science,100,inactive,,excellent,178.0,1979-07-16 00:00:00,"BROKEN,ADDRESS,DATA,,,","{""hobbies"": [""product"", ""class""], ""skills"": {""tech"": {""python"": 3, ""excel"": 4, ""sql"": 2}, ""soft"": [""heart"", ""office""]}, ""family"": {""siblings"": 4, ""income"": {""father"": 1131, ""mother"": 694}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""HP"", ""year"": 2023}, {""type"": ""phone"", ""brand"": ""Samsung"", ""year"": 2020}]}"
758,Kevin Chavez,20.0,male,,,Paultown,,2023-10-17 09:26:29,python,92,active,4.5,,118.0,1979-08-03 00:00:00,"38279 Johnson Junctions Apt. 058, Hopkinsshire","{'hobbies': ['often', 'seat'], 'skills': {'tech': {'python': 4, 'excel': 3, 'sql': 2}, 'soft': ['issue', 'beat']}, 'family': {'siblings': 1, 'income': {'father': 799, 'mother': 686}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2018}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2019}]}"
759,Leslie Hubbard,21.0,,,(413)158-1431,Lake Jonport,harpersharon@yahoo.com,1971-12-17 00:00:00,data science,120,pending,,good,117.0,1995-12-08 00:00:00,"58426 James Burg, Markmouth",INVALID_JSON_DATA
760,Tracey Fields,18.0,male,87.0,(389)103-3742-5065,East Jonathanbury,,2006-03-05 00:00:00,data science,110,pending,3.99,average,195.0,1998-12-16 00:00:00,"74126 Smith Drives, North Geoffreyburgh",INVALID_JSON_DATA
761,,18.0,male,90.0,+1-792-414-6936-4192,Clarkport,mackenzie10@gmail.com,2011-04-10 17:37:29,python,100,inactive,3.7,excellent,62.0,1978-08-18 00:00:00,"18410 Richard Orchard Suite 816, Charlesside","{hobbies:['floor', 'special']}"
762,William Stewart,22.0,female,,,Evansmouth,,2019-12-16 07:48:05,python,95,pending,4.5,excellent,159.0,1978-02-20 00:00:00,"Apartment 32, Lake Christopher district, Tashkent, UZ, 100248","{'hobbies': ['whose', 'floor'], 'skills': {'tech': {'python': 1, 'excel': 4, 'sql': 2}, 'soft': ['clearly', 'game']}, 'family': {'siblings': 5, 'income': {'father': 513, 'mother': 1236}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2023}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2019}]}"
763,,20.0,male,94.0,,East Jenniferton,,2016-09-29 00:00:00,data science,110,inactive,,excellent,233.0,1983-06-23 00:00:00,"03154 Jessica Islands Apt. 709, New Kennethton","{'hobbies': ['society', 'money'], 'skills': {'tech': {'python': 4, 'excel': 5, 'sql': 2}, 'soft': ['such', 'seem']}, 'family': {'siblings': 4, 'income': {'father': 1284, 'mother': 622}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2021}, {'type': 'phone', 'brand': 'Apple', 'year': 2022}]}"
764,,19.0,female,90.0,,West Jessicafort,james82@smith.com,2014-07-07 06:59:14,data science,100,active,,excellent,251.0,2002-06-19 00:00:00,UZ 100103 Tashkent East Amberburgh,"{'hobbies': ['ask', 'threat'], 'skills': {'tech': {'python': 3, 'excel': 3, 'sql': 3}, 'soft': ['ok', 'they']}, 'family': {'siblings': 2, 'income': {'father': 1394, 'mother': 909}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2023}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2018}]}"
765,Tammy Garcia,18.0,,90.0,,South Dorischester,,,data science,110,pending,,excellent,197.0,,"57963 Rachel Lock, Kevinhaven","{""hobbies"": [""mind"", ""even""], ""skills"": {""tech"": {""python"": 2, ""excel"": 3, ""sql"": 4}, ""soft"": [""reduce"", ""learn""]}, ""family"": {""siblings"": 1, ""income"": {""father"": 483, ""mother"": 213}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""HP"", ""year"": 2018}, {""type"": ""phone"", ""brand"": ""Apple"", ""year"": 2021}]}"
766,Mr. Andre Miller,21.0,female,,(076)315-1587-45236,Garrettstad,,1973-06-17 06:27:00,data science,65,inactive,,excellent,60.0,,UZ 100834 Tashkent South Kathrynberg,INVALID_JSON_DATA
767,Angelica Holmes,20.0,male,,,Lake Matthew,ricemelanie@gmail.com,2008-07-04 00:00:00,ds,75,inactive,4.5,good,188.0,2022-01-14 01:33:05,"Apartment 39, Williamsshire district, Tashkent, UZ, 100365","{hobbies:['western', 'last']}"
768,Jonathan Doyle,20.0,female,76.0,001-753-657-7382,Walkerhaven,ericray@yahoo.com,2022-11-11 07:54:28,python,100,active,0.0,average,123.0,,"BROKEN,ADDRESS,DATA,,,",INVALID_JSON_DATA
769,,20.0,female,90.0,,Saraville,,2012-08-16 21:43:55,ds,100,inactive,1.54,good,279.0,1991-12-10 00:00:00,"East Alexchester 14-kv, dom 31, Tashkent","{'hobbies': ['test', 'reveal'], 'skills': {'tech': {'python': 1, 'excel': 1, 'sql': 4}, 'soft': ['national', 'but']}, 'family': {'siblings': 4, 'income': {'father': 404, 'mother': 737}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2023}, {'type': 'phone', 'brand': 'Apple', 'year': 2023}]}"
770,Gene Gill,20.0,female,55.0,(874)083-3901,Port Angelberg,angeladavis@crawford.org,2024-11-23 08:36:44,ds,100,inactive,3.7,good,299.0,1985-04-24 11:22:00,UZ 100052 Tashkent Samanthatown,"{'hobbies': ['money', 'expect'], 'skills': {'tech': {'python': 2, 'excel': 3, 'sql': 2}, 'soft': ['paper', 'bit']}, 'family': {'siblings': 1, 'income': {'father': 376, 'mother': 1305}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2016}, {'type': 'phone', 'brand': 'Samsung', 'year': 2021}]}"
771,,21.0,male,90.0,(427)976-9186,Jenniferburgh,,1996-09-29 00:00:00,data science,110,active,,average,184.0,1993-12-02 22:20:25,"Pamelaburgh 11-kv, dom 21, Tashkent",INVALID_JSON_DATA
772,Christopher Sullivan,20.0,female,77.0,4353459683,Joshuaside,hunter62@vazquez-lewis.com,,python,110,active,4.5,excellent,296.0,1991-02-09 20:50:41,UZ 100672 Tashkent East Jacobshire,"{'hobbies': ['short', 'number'], 'skills': {'tech': {'python': 3, 'excel': 1, 'sql': 5}, 'soft': ['occur', 'open']}, 'family': {'siblings': 5, 'income': {'father': 1495, 'mother': 772}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2024}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2023}]}"
773,Tracy Austin,,male,,,South Ivanburgh,,1980-01-31 23:10:42,ds,110,inactive,,,109.0,2022-06-24 23:18:49,UZ 100291 Tashkent West Andrew,"{hobbies:['boy', 'single']}"
774,Kristina Anderson,18.0,female,89.0,,East Jill,jake25@mcgee.com,1991-04-21 04:36:49,data science,79,inactive,,excellent,85.0,1994-03-13 11:19:00,"BROKEN,ADDRESS,DATA,,,","{'hobbies': ['ever', 'down'], 'skills': {'tech': {'python': 4, 'excel': 2, 'sql': 2}, 'soft': ['turn', 'gun']}, 'family': {'siblings': 3, 'income': {'father': 362, 'mother': 641}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2018}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2023}]}"
775,Chelsea Thompson,18.0,female,90.0,746-584-3276,Claystad,jgaines@yahoo.com,2021-05-13 00:00:00,data science,100,inactive,2.0,good,239.0,1996-02-16 00:11:40,UZ 100223 Tashkent North Julie,"{""hobbies"": [""from"", ""already""], ""skills"": {""tech"": {""python"": 4, ""excel"": 2, ""sql"": 3}, ""soft"": [""magazine"", ""place""]}, ""family"": {""siblings"": 5, ""income"": {""father"": 1061, ""mother"": 281}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Dell"", ""year"": 2021}, {""type"": ""phone"", ""brand"": ""Samsung"", ""year"": 2022}]}"
776,Madison James,,female,73.0,(007)598-0702-94233,East Dylan,,2007-11-01 17:58:00,data science,100,inactive,3.7,good,265.0,1998-04-22 14:38:00,"BROKEN,ADDRESS,DATA,,,","{""hobbies"": [""paper"", ""chance""], ""skills"": {""tech"": {""python"": 3, ""excel"": 3, ""sql"": 1}, ""soft"": [""economy"", ""let""]}, ""family"": {""siblings"": 0, ""income"": {""father"": 773, ""mother"": 1052}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Lenovo"", ""year"": 2024}, {""type"": ""phone"", ""brand"": ""Xiaomi"", ""year"": 2019}]}"
777,Adam Barnes,20.0,female,90.0,116-940-6186-6344,Lake Nicoleton,jeffrey42@kelly.com,2024-01-25 07:14:00,data science,93,pending,3.7,excellent,176.0,2021-08-02 11:45:22,"10288 Charles Expressway, Davidshire","{hobbies:['majority', 'size']}"
778,Tony Holland,20.0,male,,,Heathermouth,melissa71@yahoo.com,1998-07-08 00:00:00,data science,84,active,0.0,excellent,260.0,1978-01-09 09:40:35,"0850 Norma Manor Apt. 789, Port Aprilshire","{hobbies:['conference', 'clear']}"
779,,20.0,female,89.0,,North Jennifer,jacqueline67@lopez.info,2021-01-06 06:54:32,data science,98,active,3.7,excellent,78.0,2021-09-26 08:40:10,"Lake Katherine 9-kv, dom 42, Tashkent","{""hobbies"": [""forget"", ""capital""], ""skills"": {""tech"": {""python"": 3, ""excel"": 3, ""sql"": 5}, ""soft"": [""memory"", ""reveal""]}, ""family"": {""siblings"": 3, ""income"": {""father"": 606, ""mother"": 211}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Dell"", ""year"": 2017}, {""type"": ""phone"", ""brand"": ""Xiaomi"", ""year"": 2021}]}"
780,Elizabeth Carrillo,21.0,female,89.0,727-043-1621-121,Ayalaport,,2020-04-28 00:00:00,python,69,active,4.5,excellent,164.0,2009-06-19 12:52:45,"Apartment 23, East Matthew district, Tashkent, UZ, 100465",INVALID_JSON_DATA
781,Abigail Miller,,female,65.0,755-855-7960-6516,West Carl,,1997-05-03 00:00:00,data science,100,pending,,average,276.0,2020-10-06 01:42:01,"South Jennifer 6-kv, dom 50, Tashkent","{""hobbies"": [""fine"", ""traditional""], ""skills"": {""tech"": {""python"": 5, ""excel"": 2, ""sql"": 3}, ""soft"": [""seven"", ""guess""]}, ""family"": {""siblings"": 0, ""income"": {""father"": 547, ""mother"": 1304}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Lenovo"", ""year"": 2019}, {""type"": ""phone"", ""brand"": ""Xiaomi"", ""year"": 2022}]}"
782,Erika Thompson,,male,72.0,(325)348-6105-057,New Donborough,,1976-03-14 00:00:00,data science,110,pending,4.5,average,238.0,1988-06-23 00:00:00,"BROKEN,ADDRESS,DATA,,,","{hobbies:['able', 'toward']}"
783,Richard Powell,18.0,,69.0,,Jameschester,,2022-05-01 05:53:23,data science,110,inactive,0.0,good,73.0,1973-07-25 00:00:00,"Apartment 9, Christinastad district, Tashkent, UZ, 100084","{'hobbies': ['along', 'staff'], 'skills': {'tech': {'python': 1, 'excel': 3, 'sql': 5}, 'soft': ['energy', 'outside']}, 'family': {'siblings': 0, 'income': {'father': 524, 'mother': 1011}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2017}, {'type': 'phone', 'brand': 'Apple', 'year': 2021}]}"
784,Howard Frank,,,,160-299-2499,New Shelia,,1996-03-16 00:00:00,data science,110,inactive,2.0,excellent,298.0,,UZ 100325 Tashkent Michaelland,"{'hobbies': ['ball', 'suddenly'], 'skills': {'tech': {'python': 3, 'excel': 2, 'sql': 4}, 'soft': ['future', 'out']}, 'family': {'siblings': 0, 'income': {'father': 1069, 'mother': 255}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2022}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2021}]}"
785,,21.0,,59.0,123-753-4701-254,Morrisstad,,1982-04-27 00:00:00,ds,100,active,,,147.0,2022-12-10 23:55:20,"033 Stewart Lights Suite 397, South Courtneymouth","{'hobbies': ['organization', 'near'], 'skills': {'tech': {'python': 1, 'excel': 3, 'sql': 4}, 'soft': ['share', 'interest']}, 'family': {'siblings': 4, 'income': {'father': 1393, 'mother': 672}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2015}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2022}]}"
786,,20.0,female,76.0,,Jonathanchester,cortezholly@yahoo.com,2023-07-24 04:39:21,data science,61,pending,0.0,,128.0,2022-12-27 09:06:12,"697 Debbie Neck Suite 615, Fosterside","{hobbies:['meet', 'thought']}"
787,Bradley Schwartz,22.0,,92.0,(808)143-5711,South Jacquelinemouth,jeanette11@smith.com,1995-11-26 00:00:00,ds,100,pending,4.5,average,244.0,,"BROKEN,ADDRESS,DATA,,,","{'hobbies': ['several', 'practice'], 'skills': {'tech': {'python': 5, 'excel': 5, 'sql': 4}, 'soft': ['strategy', 'hear']}, 'family': {'siblings': 3, 'income': {'father': 757, 'mother': 1335}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2018}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2020}]}"
788,Michelle Jones,,female,79.0,(405)863-2330,Anthonyshire,,2022-04-24 04:28:43,data science,94,inactive,0.0,,65.0,2000-06-01 00:00:00,UZ 100501 Tashkent Ochoahaven,"{""hobbies"": [""nice"", ""last""], ""skills"": {""tech"": {""python"": 5, ""excel"": 3, ""sql"": 5}, ""soft"": [""avoid"", ""include""]}, ""family"": {""siblings"": 2, ""income"": {""father"": 829, ""mother"": 631}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""HP"", ""year"": 2019}, {""type"": ""phone"", ""brand"": ""Samsung"", ""year"": 2022}]}"
789,Bradley Hawkins,22.0,female,71.0,+1-618-520-5972-324,East Sarahport,vazquezjessica@gmail.com,2004-04-14 23:11:00,python,100,active,,excellent,237.0,1993-01-30 02:39:27,"3626 Joseph Bridge, Port Rebecca","{hobbies:['responsibility', 'city']}"
790,Edward Holmes,21.0,female,51.0,,East Deborahview,,,python,110,inactive,3.7,average,184.0,2016-12-09 23:58:10,"Apartment 2, North Melissafort district, Tashkent, UZ, 100116","{""hobbies"": [""establish"", ""evidence""], ""skills"": {""tech"": {""python"": 1, ""excel"": 5, ""sql"": 4}, ""soft"": [""color"", ""main""]}, ""family"": {""siblings"": 2, ""income"": {""father"": 1287, ""mother"": 408}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Lenovo"", ""year"": 2019}, {""type"": ""phone"", ""brand"": ""Apple"", ""year"": 2022}]}"
791,Tyler Burke,20.0,,95.0,,South Jeremy,kimberlycolon@gilbert.biz,1984-06-08 00:00:00,python,101,inactive,0.0,,276.0,1976-04-26 00:00:00,"South Michellestad 28-kv, dom 8, Tashkent","{'hobbies': ['out', 'art'], 'skills': {'tech': {'python': 1, 'excel': 3, 'sql': 4}, 'soft': ['affect', 'prepare']}, 'family': {'siblings': 3, 'income': {'father': 558, 'mother': 689}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2018}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2024}]}"
